,classifier_name,dataset_name,accuracy
239,FeaturePermutation 1st-Order r.avg.,GunPointOldVersusYoung,0.9957142857142858
240,FeaturePermutation 1st-Order r.avg.,Ham,0.8771428571428571
241,FeaturePermutation 1st-Order r.avg.,ItalyPowerDemand,0.8334791059280855
242,FeaturePermutation 1st-Order r.avg.,Lightning7,0.7376712328767123
243,FeaturePermutation 1st-Order r.avg.,Meat,0.8929166666666666
244,FeaturePermutation 1st-Order r.avg.,MedicalImages,0.3731578947368421
245,FeaturePermutation 1st-Order r.avg.,MiddlePhalanxOutlineAgeGroup,0.6350649350649351
246,FeaturePermutation 1st-Order r.avg.,MiddlePhalanxOutlineCorrect,0.8511168384879725
247,FeaturePermutation 1st-Order r.avg.,MiddlePhalanxTW,0.7454545454545455
248,FeaturePermutation 1st-Order r.avg.,MoteStrain,0.8927515974440895
249,FeaturePermutation 1st-Order r.avg.,OSULeaf,0.6464876033057851
250,FeaturePermutation 1st-Order r.avg.,PhalangesOutlinesCorrect,0.7728729603729604
251,FeaturePermutation 1st-Order r.avg.,Plane,0.975
252,FeaturePermutation 1st-Order r.avg.,PowerCons,0.5726388888888889
253,FeaturePermutation 1st-Order r.avg.,ProximalPhalanxOutlineAgeGroup,0.6001219512195122
254,FeaturePermutation 1st-Order r.avg.,ProximalPhalanxOutlineCorrect,0.5347079037800687
255,FeaturePermutation 1st-Order r.avg.,ProximalPhalanxTW,0.7204878048780488
256,FeaturePermutation 1st-Order r.avg.,ShapeletSim,0.9815277777777778
257,FeaturePermutation 1st-Order r.avg.,SmoothSubspace,0.943
258,FeaturePermutation 1st-Order r.avg.,SonyAIBORobotSurface2,0.85598111227702
259,FeaturePermutation 1st-Order r.avg.,Strawberry,0.6468243243243244
260,FeaturePermutation 1st-Order r.avg.,SwedishLeaf,0.7228
261,FeaturePermutation 1st-Order r.avg.,Symbols,0.8768090452261307
262,FeaturePermutation 1st-Order r.avg.,SyntheticControl,0.9126666666666666
263,FeaturePermutation 1st-Order r.avg.,ToeSegmentation1,0.8093201754385965
264,FeaturePermutation 1st-Order r.avg.,ToeSegmentation2,0.8578846153846154
265,FeaturePermutation 1st-Order r.avg.,Trace,0.9915
266,FeaturePermutation 1st-Order r.avg.,TwoLeadECG,0.8948858647936787
267,FeaturePermutation 1st-Order r.avg.,TwoPatterns,0.81608125
268,FeaturePermutation 1st-Order r.avg.,UMD,0.9520833333333334
269,FeaturePermutation 1st-Order r.avg.,Wine,0.7981481481481482
270,FeaturePermutation 1st-Order r.avg.,WordSynonyms,0.4215909090909091
